Country,Region,Status,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Adult_mortality_cat,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,GDP_per_capita_cat,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Schooling_cat,Life_expectancy
"Bahamas, The",Central America and Caribbean,Developing,2000,13.9,16.3,190.144,Medio,11.93,90,83,26.7,91,99,1,35794,Alto,0.3,2.7,2.6,10.9,Alto,71.9
"Bahamas, The",Central America and Caribbean,Developing,2001,14,16.4,187.537,Medio,11.38,90,83,26.8,98,99,0.9,36178,Alto,0.3,2.7,2.6,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2002,14.1,16.5,184.93,Medio,10.94,89,83,26.9,93,94,0.82,36548,Alto,0.31,2.6,2.6,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2003,14.3,16.7,182.864,Medio,10.59,88,83,27,93,92,0.75,35456,Alto,0.31,2.6,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2004,14.4,16.8,180.7985,Medio,9.61,93,83,27.1,92,93,0.7,35122,Alto,0.32,2.6,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2005,14.4,16.8,178.7335,Medio,9.83,93,83,27.1,93,93,0.66,35649,Alto,0.32,2.6,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2006,14.3,16.7,176.668,Medio,9.82,96,83,27.2,94,95,0.59,35863,Alto,0.33,2.5,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2007,14.1,16.5,174.6025,Medio,9.92,93,83,27.3,95,95,0.57,35697,Alto,0.34,2.5,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2008,13.9,16.2,172.336,Medio,9.65,90,83,27.4,93,93,0.53,34229,Alto,0.34,2.5,2.5,10.9,Alto,72
"Bahamas, The",Central America and Caribbean,Developing,2009,13.6,15.9,170.07,Medio,8.75,95,83,27.4,97,96,0.49,32244,Alto,0.35,2.5,2.5,10.9,Alto,72.1
"Bahamas, The",Central America and Caribbean,Developing,2010,13.3,15.6,167.804,Medio,9.21,98,83,27.5,97,99,0.49,32248,Alto,0.35,2.5,2.5,10.9,Alto,72.1
"Bahamas, The",Central America and Caribbean,Developing,2011,13,15.2,165.538,Medio,9.23,95,83,27.6,97,98,0.46,32027,Alto,0.36,2.5,2.5,11,Alto,72.3
"Bahamas, The",Central America and Caribbean,Developing,2012,12.8,14.9,163.272,Medio,9.37,96,83,27.7,99,98,0.39,32652,Alto,0.36,2.5,2.5,11.1,Alto,72.4
"Bahamas, The",Central America and Caribbean,Developing,2013,12.5,14.6,161.711,Medio,9.23,97,83,27.8,97,97,0.36,31408,Alto,0.37,2.5,2.5,11.1,Alto,72.6
"Bahamas, The",Central America and Caribbean,Developing,2014,12.2,14.3,160.15,Medio,9.22,96,83,27.8,96,96,0.34,31689,Alto,0.37,2.5,2.5,11.1,Alto,72.8
"Bahamas, The",Central America and Caribbean,Developing,2015,12,14,158.589,Medio,9.27,95,83,27.9,95,95,0.34,31699,Alto,0.37,2.5,2.5,11.1,Alto,73.1
Bahrain,Middle East,Developing,2000,10.7,12.5,88.5395,Bajo,1.97,97,92,25.5,97,97,0.05,23244,Alto,0.66,6.2,6,8.3,Medio,74.4
Bahrain,Middle East,Developing,2001,10.3,12,86.116,Bajo,1.89,99,99,25.5,99,99,0.05,22698,Alto,0.7,6.2,6,8.4,Medio,74.6
Bahrain,Middle East,Developing,2002,10,11.6,83.6925,Bajo,1.87,98,97,25.4,98,98,0.05,22258,Alto,0.74,6.2,5.9,8.4,Medio,74.8
Bahrain,Middle East,Developing,2003,9.7,11.3,81.7285,Bajo,2.04,98,99,25.4,97,97,0.05,22336,Alto,0.78,6.1,5.9,8.4,Medio,75
Bahrain,Middle East,Developing,2004,9.4,11,79.765,Bajo,1.98,98,99,25.3,98,98,0.05,22423,Alto,0.83,6.1,5.9,8.4,Medio,75.2
Bahrain,Middle East,Developing,2005,9.1,10.6,77.801,Bajo,1.92,98,99,25.3,98,98,0.05,22344,Alto,0.89,6.1,5.9,8.4,Medio,75.3
Bahrain,Middle East,Developing,2006,8.8,10.2,75.8375,Bajo,1.94,98,99,25.2,98,98,0.05,22069,Alto,0.96,6.1,5.9,8.4,Medio,75.5
Bahrain,Middle East,Developing,2007,8.4,9.8,73.874,Bajo,1.83,97,99,25.1,97,97,0.05,22112,Alto,1.04,6.1,5.9,8.4,Medio,75.6
Bahrain,Middle East,Developing,2008,8,9.3,72.9865,Bajo,1.99,97,97,25.1,97,97,0.05,21833,Alto,1.11,6,5.9,8.4,Medio,75.8
Bahrain,Middle East,Developing,2009,7.6,8.9,72.0995,Bajo,1.95,98,99,25,97,98,0.05,21057,Alto,1.19,6,5.9,8.4,Medio,75.9
Bahrain,Middle East,Developing,2010,7.3,8.5,71.212,Bajo,1.96,99,98,25,99,99,0.05,20982,Alto,1.24,6,5.9,8.4,Medio,76.1
Bahrain,Middle East,Developing,2011,7,8.2,70.3255,Bajo,1.66,99,98,25,99,99,0.05,20774,Alto,1.28,6.1,6,8.6,Medio,76.2
Bahrain,Middle East,Developing,2012,6.8,8,69.438,Bajo,1.72,99,99,24.9,99,99,0.05,21188,Alto,1.3,6.1,6,8.8,Medio,76.3
Bahrain,Middle East,Developing,2013,6.7,7.8,68.52,Bajo,1.65,99,99,24.9,99,99,0.05,22079,Alto,1.32,6.1,6,9,Medio,76.5
Bahrain,Middle East,Developing,2014,6.6,7.7,67.602,Bajo,1.57,98,99,24.9,98,98,0.05,22677,Alto,1.34,6.1,6,9.1,Medio,76.6
Bahrain,Middle East,Developing,2015,6.5,7.6,66.684,Bajo,1.53,98,99,24.8,98,98,0.05,22634,Alto,1.37,6.2,6.1,9.3,Medio,76.8
Bangladesh,Asia,Developing,2000,63.1,86,170.133,Medio,0.005,75,63,20.2,83,82,0.01,654,Bajo,127.66,20.9,21.5,4.1,Bajo,65.4
Bangladesh,Asia,Developing,2001,60,81.1,166.197,Medio,0.004,75,63,20.3,85,85,0.01,674,Bajo,130.09,20.7,21.3,4.3,Bajo,66
Bangladesh,Asia,Developing,2002,57,76.5,162.2605,Medio,0.003,75,63,20.4,83,83,0.01,687,Bajo,132.48,20.5,21.1,4.3,Bajo,66.4
Bangladesh,Asia,Developing,2003,54.3,72.3,159.3365,Medio,0.003,75,63,20.4,90,87,0.01,708,Bajo,134.79,20.3,20.9,4.4,Bajo,66.9
Bangladesh,Asia,Developing,2004,51.8,68.3,156.4125,Medio,0.004,75,63,20.5,88,99,0.01,733,Bajo,136.99,20.1,20.7,4.5,Bajo,67.3
Bangladesh,Asia,Developing,2005,49.4,64.6,153.489,Medio,4e-4,45,63,20.6,94,93,0.01,769,Bajo,139.04,19.9,20.5,4.5,Bajo,67.8
Bangladesh,Asia,Developing,2006,47,61,150.565,Medio,0.003,86,62,20.7,95,94,0.01,809,Bajo,140.92,19.7,20.3,4.6,Bajo,68.2
Bangladesh,Asia,Developing,2007,44.8,57.8,147.641,Medio,0.004,95,63,20.8,96,94,0.01,856,Bajo,142.66,19.5,20.1,4.7,Bajo,68.6
Bangladesh,Asia,Developing,2008,42.7,54.7,145.5585,Medio,0.003,96,65,20.9,96,96,0.01,897,Bajo,144.3,19.3,19.9,4.8,Bajo,69.1
Bangladesh,Asia,Developing,2009,40.7,51.8,143.4765,Medio,0.003,97,59,21,97,97,0.01,932,Bajo,145.92,19.1,19.7,4.8,Bajo,69.5
Bangladesh,Asia,Developing,2010,38.9,49.1,141.3945,Medio,0,94,65,21.1,94,94,0.01,973,Bajo,147.58,18.9,19.4,4.9,Bajo,69.9
Bangladesh,Asia,Developing,2011,37.2,46.7,139.3125,Medio,0,96,71,21.2,96,96,0.01,1024,Bajo,149.27,18.7,19.2,5.1,Bajo,70.3
Bangladesh,Asia,Developing,2012,35.6,44.4,137.2305,Medio,0,94,41,21.3,94,94,0.01,1078,Bajo,151.01,18.5,19,5.1,Bajo,70.6
Bangladesh,Asia,Developing,2013,34,42.2,134.7385,Medio,0,96,82,21.4,96,96,0.01,1130,Bajo,152.76,18.3,18.8,5.1,Bajo,70.9
Bangladesh,Asia,Developing,2014,32.5,40.1,132.246,Medio,0.01,97,89,21.5,97,97,0.01,1185,Bajo,154.52,18.1,18.6,5.2,Bajo,71.2
Bangladesh,Asia,Developing,2015,31,38.1,129.753,Medio,0.01,97,90,21.6,98,97,0.01,1248,Bajo,156.26,17.9,18.3,5.2,Bajo,71.5
Barbados,Central America and Caribbean,Developing,2000,13.7,15.1,127.413,Bajo,7.31,93,41,26.5,86,93,0.61,16277,Alto,0.27,4.3,4.2,9,Medio,77.2
Barbados,Central America and Caribbean,Developing,2001,14,15.3,125.1375,Bajo,7.42,83,70,26.6,93,84,0.61,15834,Alto,0.27,4.2,4.2,9,Medio,77.4
Barbados,Central America and Caribbean,Developing,2002,14.2,15.5,122.8625,Bajo,7.59,66,41,26.6,86,87,0.6,15905,Alto,0.27,4.2,4.1,9.1,Medio,77.5
Barbados,Central America and Caribbean,Developing,2003,14.3,15.7,120.787,Bajo,7.51,91,71,26.7,90,89,0.58,16197,Alto,0.27,4.1,4.1,9.1,Medio,77.7
Barbados,Central America and Caribbean,Developing,2004,14.4,15.7,118.7115,Bajo,7.43,93,99,26.8,93,93,0.57,16369,Alto,0.28,4.1,4,9.2,Medio,77.8
Barbados,Central America and Caribbean,Developing,2005,14.4,15.7,116.6365,Bajo,7.84,92,98,26.9,91,92,0.55,16952,Alto,0.28,4,4,9.2,Medio,77.9
Barbados,Central America and Caribbean,Developing,2006,14.3,15.6,114.561,Bajo,8.12,84,94,27,85,84,0.52,17914,Alto,0.28,4,3.9,9.2,Medio,78
Barbados,Central America and Caribbean,Developing,2007,14.2,15.4,112.486,Bajo,8.07,93,96,27.1,93,93,0.49,18205,Alto,0.28,3.9,3.9,9.3,Medio,78.1
Barbados,Central America and Caribbean,Developing,2008,14.1,15.3,110.5555,Bajo,8.63,85,97,27.1,85,85,0.45,18240,Alto,0.28,3.9,3.9,9.3,Medio,78.2
Barbados,Central America and Caribbean,Developing,2009,13.9,15.1,108.625,Bajo,8.24,93,97,27.2,93,93,0.41,17254,Alto,0.28,3.8,3.8,9.3,Medio,78.3
Barbados,Central America and Caribbean,Developing,2010,13.8,15,106.695,Bajo,8.66,86,96,27.3,90,86,0.38,16784,Alto,0.28,3.8,3.8,9.4,Medio,78.4
Barbados,Central America and Caribbean,Developing,2011,13.7,14.8,104.765,Bajo,8.69,91,94,27.4,91,91,0.35,16619,Alto,0.28,3.8,3.8,9.9,Alto,78.5
Barbados,Central America and Caribbean,Developing,2012,13.6,14.7,102.8345,Bajo,8.9,87,90,27.5,88,87,0.33,16505,Alto,0.28,3.8,3.8,10.5,Alto,78.5
Barbados,Central America and Caribbean,Developing,2013,13.5,14.6,101.5875,Bajo,9.05,91,89,27.5,91,91,0.31,16232,Alto,0.28,3.8,3.8,10.5,Alto,78.6
Barbados,Central America and Caribbean,Developing,2014,13.3,14.3,100.3405,Bajo,9.27,94,91,27.6,95,94,0.29,16188,Alto,0.28,3.8,3.7,10.5,Alto,78.7
Barbados,Central America and Caribbean,Developing,2015,13,14,99.0935,Bajo,9.68,97,89,27.7,97,97,0.28,16559,Alto,0.29,3.8,3.7,10.5,Alto,78.8
Belarus,Rest of Europe,Developing,2000,9.9,12.7,239.716,Alto,12.92,70,92,25.7,99,99,0.05,2617,Medio,9.98,2.7,2.8,8.9,Medio,68.9
Belarus,Rest of Europe,Developing,2001,9.2,11.8,249.943,Alto,10.74,93,97,25.8,99,99,0.06,2755,Medio,9.93,2.6,2.7,9,Medio,68.5
Belarus,Rest of Europe,Developing,2002,8.5,10.9,260.3945,Alto,11.78,99,98,25.8,99,99,0.08,2912,Medio,9.87,2.5,2.7,9.1,Medio,68.1
Belarus,Rest of Europe,Developing,2003,7.8,10.1,251.835,Alto,11.17,56,98,25.9,53,50,0.1,3139,Medio,9.8,2.5,2.6,9.1,Medio,68.6
Belarus,Rest of Europe,Developing,2004,7.3,9.4,245.7875,Alto,12.08,99,98,26,99,99,0.12,3522,Medio,9.73,2.4,2.5,9.2,Medio,69
Belarus,Rest of Europe,Developing,2005,6.7,8.7,248.5795,Alto,11.19,99,98,26,98,99,0.14,3880,Medio,9.66,2.3,2.5,9.3,Medio,68.9
Belarus,Rest of Europe,Developing,2006,6.2,8,239.1545,Alto,12.61,98,95,26.1,97,99,0.17,4294,Medio,9.6,2.2,2.4,10,Alto,69.4
Belarus,Rest of Europe,Developing,2007,5.6,7.3,224.272,Alto,13.91,91,99,26.2,90,95,0.19,4685,Medio,9.56,2.2,2.3,10.6,Alto,70.2
Belarus,Rest of Europe,Developing,2008,5.1,6.6,222.907,Alto,14.58,98,99,26.2,98,97,0.2,5181,Medio,9.53,2.1,2.3,11.3,Alto,70.5
Belarus,Rest of Europe,Developing,2009,4.6,6.1,221.6415,Alto,13.98,98,99,26.3,98,96,0.21,5204,Medio,9.5,2.1,2.2,11.9,Alto,70.4
Belarus,Rest of Europe,Developing,2010,4.3,5.6,223.1685,Alto,14.43,96,99,26.3,99,98,0.22,5622,Medio,9.48,2,2.2,12,Alto,70.4
Belarus,Rest of Europe,Developing,2011,3.9,5.2,225.4045,Alto,14.5,98,99,26.4,98,98,0.23,5938,Medio,9.46,2,2.1,12,Alto,70.6
Belarus,Rest of Europe,Developing,2012,3.7,4.9,192.409,Medio,13.56,97,97,26.4,98,98,0.23,6048,Medio,9.45,2,2.1,12,Alto,72
Belarus,Rest of Europe,Developing,2013,3.5,4.6,184.4715,Medio,12.58,98,99,26.5,98,98,0.23,6111,Medio,9.44,2,2,12,Alto,72.5
Belarus,Rest of Europe,Developing,2014,3.3,4.3,175.6015,Medio,11.29,97,98,26.5,97,97,0.23,6213,Medio,9.45,1.9,2,12.1,Alto,73
Belarus,Rest of Europe,Developing,2015,3.1,4.1,163.872,Medio,9.79,99,99,26.6,99,99,0.22,5967,Medio,9.46,1.9,2,12.2,Alto,73.6
Belgium,European Union,Developed,2000,4.8,5.8,99.6,Bajo,11.21,60,78,25.5,96,95,0.08,35675,Alto,10.25,0.8,0.8,10,Alto,77.7
Belgium,European Union,Developed,2001,4.6,5.6,97.8795,Bajo,11.01,60,78,25.5,96,95,0.08,35943,Alto,10.29,0.8,0.8,10.2,Alto,78
Belgium,European Union,Developed,2002,4.4,5.4,95.81,Bajo,11.29,60,78,25.6,96,95,0.08,36393,Alto,10.33,0.8,0.8,10.3,Alto,78.1
Belgium,European Union,Developed,2003,4.3,5.2,93.89,Bajo,11.28,64,78,25.6,96,95,0.08,36617,Alto,10.38,0.8,0.8,10.4,Alto,78.1
Belgium,European Union,Developed,2004,4.2,5.1,89.671,Bajo,12.05,64,78,25.7,96,95,0.08,37761,Alto,10.42,0.8,0.8,10.5,Alto,78.9
Belgium,European Union,Developed,2005,4,4.9,88.2405,Bajo,12.21,77,79,25.7,97,97,0.08,38426,Alto,10.48,0.8,0.8,10.7,Alto,79
Belgium,European Union,Developed,2006,4,4.8,86.023,Bajo,10.94,94,78,25.8,99,98,0.08,39148,Alto,10.55,0.8,0.8,11.1,Alto,79.4
Belgium,European Union,Developed,2007,3.9,4.7,86.1695,Bajo,13.43,94,78,25.8,99,98,0.08,40290,Alto,10.63,0.8,0.8,11.1,Alto,79.8
Belgium,European Union,Developed,2008,3.8,4.6,86.6285,Bajo,10.51,98,81,25.9,99,99,0.08,40152,Alto,10.71,0.8,0.8,11,Alto,79.7
Belgium,European Union,Developed,2009,3.7,4.5,84.168,Bajo,10.1,97,83,25.9,98,98,0.08,39025,Alto,10.8,0.9,0.9,11.1,Alto,80
Belgium,European Union,Developed,2010,3.6,4.4,80.8845,Bajo,10.27,97,83,25.9,98,98,0.08,39778,Alto,10.9,0.9,0.9,11.1,Alto,80.2
Belgium,European Union,Developed,2011,3.6,4.4,79.9355,Bajo,10.14,97,83,26,98,98,0.08,39929,Alto,11.04,0.9,0.9,11.2,Alto,80.6
Belgium,European Union,Developed,2012,3.5,4.3,78.0865,Bajo,10.09,98,85,26,99,99,0.08,39976,Alto,11.11,0.9,0.9,11.2,Alto,80.4
Belgium,European Union,Developed,2013,3.4,4.2,75.9595,Bajo,10.33,98,85,26,99,99,0.08,39970,Alto,11.16,1,0.9,11.4,Alto,80.6
Belgium,European Union,Developed,2014,3.3,4.1,72.379,Bajo,10.57,98,85,26.1,99,99,0.08,40421,Alto,11.21,1,1,11.5,Alto,81.3
Belgium,European Union,Developed,2015,3.3,4.1,71.71,Bajo,10.36,98,85,26.1,99,99,0.08,41008,Alto,11.27,1,1,11.7,Alto,81
Belize,Central America and Caribbean,Developing,2000,20,23.6,193.722,Medio,4.7,76,89,27.4,91,91,1.13,4275,Medio,0.25,3.8,3.7,10.1,Alto,68.8
Belize,Central America and Caribbean,Developing,2001,19.4,22.8,195.111,Medio,4.77,96,89,27.5,96,96,1.26,4353,Medio,0.26,3.7,3.7,10.1,Alto,69
Belize,Central America and Caribbean,Developing,2002,18.9,22.2,196.5,Medio,4.92,97,88,27.6,93,89,1.38,4448,Medio,0.26,3.7,3.6,10.2,Alto,69.3
Belize,Central America and Caribbean,Developing,2003,18.5,21.7,193.551,Medio,5.63,96,89,27.7,95,96,1.47,4736,Medio,0.27,3.6,3.6,10.2,Alto,69.5
Belize,Central America and Caribbean,Developing,2004,18.2,21.3,190.602,Medio,6.07,97,89,27.8,97,97,1.48,4830,Medio,0.28,3.6,3.5,10.3,Alto,69.7
Belize,Central America and Caribbean,Developing,2005,17.9,20.9,187.653,Medio,6.1,96,87,27.9,96,96,1.34,4809,Medio,0.28,3.6,3.5,10.3,Alto,70
Belize,Central America and Caribbean,Developing,2006,17.6,20.6,184.704,Medio,6.28,98,92,28,98,98,1.05,4898,Medio,0.29,3.6,3.5,10.3,Alto,70.3
Belize,Central America and Caribbean,Developing,2007,17.3,20.3,181.755,Medio,6.99,96,89,28.1,97,96,0.75,4828,Medio,0.3,3.5,3.5,10.4,Alto,70.6
Belize,Central America and Caribbean,Developing,2008,17,19.9,181.698,Medio,6.95,94,90,28.2,94,94,0.53,4835,Medio,0.31,3.5,3.4,10.4,Alto,71.1
Belize,Central America and Caribbean,Developing,2009,16.6,19.4,181.641,Medio,6.44,97,92,28.3,98,97,0.4,4729,Medio,0.31,3.5,3.4,10.4,Alto,71.5
Belize,Central America and Caribbean,Developing,2010,16.2,18.9,181.584,Medio,6.47,96,91,28.4,96,96,0.37,4768,Medio,0.32,3.5,3.4,10.5,Alto,72.1
Belize,Central America and Caribbean,Developing,2011,15.7,18.3,181.527,Medio,6.34,95,98,28.5,95,95,0.36,4730,Medio,0.33,3.5,3.4,10.5,Alto,72.6
Belize,Central America and Caribbean,Developing,2012,15.2,17.7,181.47,Medio,6.35,98,93,28.6,98,98,0.37,4734,Medio,0.34,3.5,3.4,10.5,Alto,73
Belize,Central America and Caribbean,Developing,2013,14.6,16.9,179.144,Medio,6.6,95,92,28.7,95,95,0.39,4667,Medio,0.35,3.4,3.4,10.5,Alto,73.5
Belize,Central America and Caribbean,Developing,2014,13.9,16.1,176.8185,Medio,6.73,95,92,28.8,95,95,0.39,4770,Medio,0.35,3.4,3.4,10.5,Alto,73.8
Belize,Central America and Caribbean,Developing,2015,13.2,15.3,174.4925,Medio,6.71,94,95,28.9,94,94,0.4,4805,Medio,0.36,3.5,3.4,10.5,Alto,74
Benin,Africa,Developing,2000,85,136.8,285.899,Alto,1.44,73,83,22.1,78,78,1.03,906,Bajo,6.87,9.7,9.6,2.6,Bajo,55.4
Benin,Africa,Developing,2001,83.3,133.7,285.318,Alto,1.39,73,83,22.2,77,76,0.98,926,Bajo,7.08,9.5,9.4,2.6,Bajo,55.7
Benin,Africa,Developing,2002,81.5,130.5,284.7375,Alto,1.34,73,83,22.3,76,75,0.93,940,Bajo,7.3,9.3,9.2,2.7,Bajo,56
Benin,Africa,Developing,2003,79.8,127.4,280.0665,Alto,1.46,73,83,22.4,75,73,0.88,943,Bajo,7.52,9.1,9,2.7,Bajo,56.4
Benin,Africa,Developing,2004,78.2,124.4,275.3955,Alto,1.25,75,83,22.5,74,72,0.84,956,Bajo,7.75,8.9,8.8,2.7,Bajo,56.9
Benin,Africa,Developing,2005,76.5,121.5,270.725,Alto,1.24,70,83,22.6,73,70,0.79,944,Bajo,7.98,8.7,8.6,2.8,Bajo,57.4
Benin,Africa,Developing,2006,75,118.8,266.0545,Alto,1.29,74,83,22.7,76,74,0.75,953,Bajo,8.22,8.5,8.4,2.8,Bajo,57.8
Benin,Africa,Developing,2007,73.6,116.2,261.384,Alto,1.23,82,83,22.8,82,82,0.73,981,Bajo,8.45,8.3,8.2,2.8,Bajo,58.3
Benin,Africa,Developing,2008,72.2,113.7,259.34,Alto,1.38,75,83,22.9,77,75,0.65,1001,Bajo,8.7,8.1,8,2.8,Bajo,58.7
Benin,Africa,Developing,2009,70.9,111.3,257.297,Alto,1.26,79,83,23,80,79,0.55,996,Bajo,8.94,7.9,7.8,2.8,Bajo,59
Benin,Africa,Developing,2010,69.6,109,255.2535,Alto,1.35,76,83,23.1,77,76,0.5,989,Bajo,9.2,7.8,7.6,2.8,Bajo,59.3
Benin,Africa,Developing,2011,68.3,106.7,253.2105,Alto,1.47,75,83,23.2,77,75,0.46,990,Bajo,9.46,7.6,7.5,2.8,Bajo,59.6
Benin,Africa,Developing,2012,67,104.4,251.1665,Alto,1.41,80,83,23.2,80,80,0.41,1009,Bajo,9.73,7.4,7.3,3,Bajo,59.8
Benin,Africa,Developing,2013,65.7,102.1,248.4295,Alto,1.43,77,83,23.3,73,77,0.4,1052,Bajo,10,7.2,7.1,3.2,Bajo,60.1
Benin,Africa,Developing,2014,64.4,99.8,245.6915,Alto,1.53,78,83,23.4,71,78,0.39,1088,Bajo,10.29,7.1,6.9,3.3,Bajo,60.3
Benin,Africa,Developing,2015,63.2,97.6,242.9535,Alto,1.53,82,83,23.5,72,82,0.33,1077,Bajo,10.58,6.9,6.8,3.5,Bajo,60.6
Bhutan,Asia,Developing,2000,57.5,77.2,291.8915,Alto,1.66,98,77,22.2,98,92,0.21,1108,Bajo,0.59,19.2,19.9,2.3,Bajo,60.9
Bhutan,Asia,Developing,2001,54.8,72.9,283.9275,Alto,1.42,89,77,22.3,88,88,0.23,1176,Bajo,0.6,18.9,19.6,2.3,Bajo,61.8
Bhutan,Asia,Developing,2002,52.2,68.9,275.964,Alto,0.3,83,77,22.4,89,86,0.24,1279,Bajo,0.62,18.6,19.4,2.3,Bajo,62.7
Bhutan,Asia,Developing,2003,49.7,65,268.3975,Alto,0.53,95,77,22.5,96,95,0.24,1353,Bajo,0.63,18.3,19.1,2.3,Bajo,63.6
Bhutan,Asia,Developing,2004,47.2,61.2,260.832,Alto,0.97,89,77,22.7,90,89,0.23,1410,Bajo,0.64,18,18.8,2.3,Bajo,64.5
Bhutan,Asia,Developing,2005,44.7,57.5,253.2655,Alto,0.73,95,76,22.8,95,95,0.19,1489,Bajo,0.65,17.8,18.6,2.3,Bajo,65.3
Bhutan,Asia,Developing,2006,42.3,54.1,245.7,Alto,0.28,95,77,22.9,96,95,0.21,1572,Bajo,0.66,17.5,18.3,2.3,Bajo,66
Bhutan,Asia,Developing,2007,40.1,50.8,238.1335,Alto,0.15,95,79,23,93,95,0.19,1840,Bajo,0.66,17.3,18.1,2.3,Bajo,66.7
Bhutan,Asia,Developing,2008,38,47.8,234.5365,Alto,0.16,96,72,23.1,96,96,0.17,1909,Bajo,0.67,17.1,17.8,2.3,Bajo,67.3
Bhutan,Asia,Developing,2009,36,44.9,230.9395,Alto,0.15,93,79,23.2,93,93,0.15,2018,Bajo,0.68,16.8,17.5,2.3,Bajo,67.9
Bhutan,Asia,Developing,2010,34.1,42.4,227.3425,Alto,0.23,91,85,23.3,92,91,0.16,2235,Medio,0.69,16.6,17.3,2.3,Bajo,68.4
Bhutan,Asia,Developing,2011,32.4,40,223.746,Alto,0.25,95,95,23.4,95,95,0.14,2387,Medio,0.69,16.3,17,2.3,Bajo,68.8
Bhutan,Asia,Developing,2012,31,38,220.149,Alto,0.32,97,90,23.5,97,97,0.14,2479,Medio,0.7,16.1,16.7,2.5,Bajo,69.3
Bhutan,Asia,Developing,2013,29.6,36.2,216.1,Alto,0.31,97,89,23.6,97,97,0.14,2501,Medio,0.71,15.9,16.5,2.8,Bajo,69.7
Bhutan,Asia,Developing,2014,28.5,34.6,212.0515,Alto,0.21,99,92,23.7,98,99,0.13,2613,Medio,0.72,15.7,16.2,3.1,Bajo,70
Bhutan,Asia,Developing,2015,27.4,33.1,208.003,Medio,0.04,99,94,23.8,98,99,0.13,2753,Medio,0.73,15.4,16,3.1,Bajo,70.4
Bolivia,South America,Developing,2000,55.9,75.6,240.0465,Alto,2.3,77,83,24.7,74,75,0.26,2059,Bajo,8.42,1.5,1.4,7.4,Medio,62.5
Bolivia,South America,Developing,2001,53.1,71.3,235.6955,Alto,2.19,77,83,24.8,71,71,0.22,2054,Bajo,8.58,1.5,1.4,7.3,Medio,63.1
Bolivia,South America,Developing,2002,50.4,67.2,231.344,Alto,2.24,77,83,24.9,76,77,0.21,2066,Bajo,8.74,1.4,1.3,7.2,Medio,63.6
Bolivia,South America,Developing,2003,47.8,63.3,227.5185,Alto,2.32,80,83,25.1,82,88,0.2,2083,Bajo,8.91,1.4,1.3,7.1,Medio,64.2
Bolivia,South America,Developing,2004,45.4,59.6,223.692,Alto,2.61,84,83,25.2,84,84,0.2,2131,Bajo,9.07,1.4,1.2,7.1,Medio,64.8
Bolivia,South America,Developing,2005,43.1,56.2,219.8665,Alto,2.8,85,83,25.3,84,85,0.19,2186,Medio,9.23,1.3,1.2,7,Medio,65.3
Bolivia,South America,Developing,2006,40.8,52.9,216.0405,Alto,3.13,83,83,25.4,82,83,0.19,2251,Medio,9.4,1.3,1.2,7.3,Medio,65.9
Bolivia,South America,Developing,2007,38.7,49.8,212.2145,Alto,3.38,84,83,25.5,85,84,0.19,2314,Medio,9.56,1.3,1.2,7.1,Medio,66.4
Bolivia,South America,Developing,2008,36.7,46.9,208.323,Medio,3.51,88,83,25.6,87,88,0.18,2415,Medio,9.72,1.3,1.1,7.6,Medio,66.9
Bolivia,South America,Developing,2009,34.8,44.1,204.4305,Medio,3.64,93,83,25.7,92,93,0.18,2455,Medio,9.88,1.2,1.1,7.9,Medio,67.5
Bolivia,South America,Developing,2010,33,41.6,200.5385,Medio,3.37,91,83,25.8,90,91,0.17,2514,Medio,10.05,1.2,1.1,7.8,Medio,68
Bolivia,South America,Developing,2011,31.2,39.2,196.6465,Medio,3.3,95,83,26,95,95,0.18,2603,Medio,10.21,1.2,1.1,8,Medio,68.5
Bolivia,South America,Developing,2012,29.6,37,192.7545,Medio,3.24,93,83,26.1,93,93,0.17,2693,Medio,10.38,1.2,1.1,8.3,Medio,69
Bolivia,South America,Developing,2013,28,34.9,190.0095,Medio,3.21,94,83,26.2,95,94,0.16,2831,Medio,10.54,1.2,1.1,8.4,Medio,69.5
Bolivia,South America,Developing,2014,26.6,33,187.265,Medio,3.17,98,83,26.3,99,98,0.16,2939,Medio,10.71,1.2,1.1,8.5,Medio,69.9
Bolivia,South America,Developing,2015,25.4,31.3,184.52,Medio,3.15,99,83,26.4,99,99,0.15,3036,Medio,10.87,1.2,1.1,8.7,Medio,70.3
Bosnia and Herzegovina,Rest of Europe,Developing,2000,8.7,9.9,121.234,Bajo,3.87,92,74,24.8,87,85,0.08,2848,Medio,3.75,3.3,3.2,7,Medio,74.4
